0,0,49
60,16,49
32,0,49
62,20,49
15,19,71
63,30,49
56,6,49
30,1,49
4,12,49
35,29,49
22,29,49
51,1,49
36,14,49
1,2,49
7,10,49
0,5,49
67,15,49
66,0,49
5,11,49
8,22,49
58,25,49
22,27,49
23,17,49
33,17,49
15,21,49
6,9,49
40,34,49
26,31,49
44,13,49
46,22,49
13,25,49
40,0,49
67,2,49
55,30,49
18,29,49
59,1,49
26,1,49
5,12,49
44,14,49
6,10,49
40,5,49
59,3,49
10,22,49
4,11,49
50,25,49
66,34,49
13,21,49
0,33,49
67,16,49
32,34,49
0,34,49
7,9,49
38,22,49
15,25,49
36,13,49
40,6,49
30,29,49
44,16,49
48,0,49
47,30,49
5,10,49
36,15,49
11,21,49
38,18,49
12,22,49
42,25,49
67,14,49
30,27,49
61,12,49
9,25,49
4,9,49
56,34,49
18,31,49
26,29,49
0,6,49
43,1,49
67,13,49
18,1,49
38,20,49
56,0,49
36,16,49
56,5,49
4,10,49
42,19,49
9,21,49
27,17,49
44,15,49
43,3,49
14,22,49
34,25,49
11,25,49
53,12,49
48,34,49
36,2,49
5,9,49
42,21,49
4,13,49
34,29,49
50,1,49
61,16,49
23,0,49
64,5,71
24,20,49
33,0,49
63,20,49
62,30,49
51,19,49
33,5,49
67,10,49
64,0,49
3,9,49
0,17,49
32,17,49
55,18,49
1,9,49
5,14,49
59,25,49
50,3,49
26,25,49
16,22,49
45,13,49
47,22,49
19,34,49
51,21,49
30,21,49
41,34,49
49,6,49
5,13,49
41,0,49
55,20,49
54,30,49
19,0,49
43,4,49
26,19,49
19,5,71
59,19,49
14,30,49
13,1,49
64,34,49
24,18,49
30,25,49
4,14,49
51,25,49
21,13,49
39,22,49
20,22,49
13,3,49
26,21,49
29,2,49
0,8,49
33,34,49
67,9,49
23,34,49
59,21,49
31,0,49
49,0,49
17,16,49
14,26,49
11,1,49
55,24,49
49,5,49
5,15,49
31,5,71
43,25,49
18,25,49
0,7,49
67,11,49
2,9,49
20,18,49
27,34,49
4,16,49
10,32,49
45,2,49
17,2,49
57,34,49
11,3,49
24,22,49
60,12,49
57,0,49
20,20,49
27,0,49
67,12,49
51,23,49
33,6,49
18,19,49
4,15,49
10,30,49
22,25,49
14,28,49
35,25,49
21,2,49
18,21,49
49,34,49
5,16,49
31,34,49
34,31,49
29,13,49
55,22,49
52,12,49
38,14,49
64,29,49
11,0,49
0,4,49
67,18,49
62,16,49
60,20,49
34,0,49
61,30,49
31,1,49
49,1,49
42,34,49
6,30,49
46,13,49
44,22,49
56,25,49
31,3,49
49,3,49
9,34,49
22,17,49
35,17,49
40,4,49
14,16,49
9,0,49
42,0,49
53,30,49
0,23,49
50,6,49
34,34,49
67,20,49
54,2,49
36,22,49
38,13,49
48,25,49
34,33,49
14,2,49
11,34,49
18,17,49
32,19,49
15,0,49
0,19,49
64,1,49
6,28,49
33,1,49
50,0,49
16,9,49
44,20,49
63,12,49
32,21,49
58,34,49
0,21,49
13,34,49
30,17,49
38,15,49
51,17,49
37,32,71
36,18,49
67,24,49
40,25,49
33,3,49
13,0,49
19,1,49
67,22,49
58,0,49
36,20,49
38,16,49
55,12,49
66,25,49
50,34,49
59,17,49
10,2,49
16,10,49
44,18,49
15,34,49
26,17,49
0,25,49
6,26,49
19,3,49
32,25,49
67,32,49
33,4,49
12,9,49
